strategy,chunk_words,overlap_words,k,id,question,gold_answers,pred_answer,em,f1
medium,400,80,1,572a12381d0469140077972f,When was a study conducted of Swedish counties?,between 1960 and 2000 || between 1960 and 2000 || between 1960 and 2000,Between 1960 and 2000,1.0,1.0
medium,400,80,1,5726c61ff1498d1400e8eae3,How did Genghis Khan observed the surrender terms after Samarkand fell?,reneged || reneged || executed every soldier,Genghis Khan executed every soldier that had taken arms against him at Samarkand.,0.0,0.375
medium,400,80,1,5729f0db6aef051400155129,How many reptiles have been discovered in the Amazon region?,378 || 378 || 378,"Not specified within a range provided for other types of organisms; however, it is mentioned that there are at least some species known to exist. Therefore, NOT_FOUND as an exact number isn't given in the context.",0.0,0.0
medium,400,80,1,5737898f1c45671900574496,What planet did astrophysisist predict to explain the problems with Mercury?,Vulcan || Vulcan || Vulcan || Vulcan,Vulcan,1.0,1.0
medium,400,80,1,5729a26d6aef05140015505a,What happens to the norm when a number is multiplied by p?,norm gets smaller || gets smaller || gets smaller || gets smaller,The norm gets smaller.,1.0,1.0
medium,400,80,1,571caac55efbb31900334dc7,By what means were scientists able to liquefy air?,compressing and cooling || compressing and cooling || cascade method || compressing and cooling it || compressing and cooling,Compressing and cooling it,1.0,1.0
medium,400,80,1,572687e1dd62a815002e8854,What's the name of Newcastle's speedway team?,Newcastle Diamonds || Newcastle Diamonds || Newcastle Diamonds,Newcastle Diamonds,1.0,1.0
medium,400,80,1,57332442d058e614000b5722,Who was Warsz?,12th/13th-century nobleman || shortened form of the masculine name of Slavic origin Warcisław || nobleman,A noble who owned a village at the site of modern-day Mariensztat neighbourhood.,0.0,0.10526315789473685
medium,400,80,1,5726241189a1e219009ac2de,What has a negative influence over the US economy?,The embargo || The embargo || The embargo || The embargo || embargo,The embargo on Iranian oil had a negative influence on the U.S. economy.,0.0,0.18181818181818182
medium,400,80,1,56bec0353aeaaa14008c934e,"The ""50"" given to the Super Bowl winner is plated with how many karats of gold?",18 || 18 || 18,18-karat,0.0,0.0
medium,400,80,1,57266ab3dd62a815002e8435,Who was Cromwell's allies?,the Scots || the Scots || the Scots,The Scots,1.0,1.0
medium,400,80,1,5729f06f1d04691400779675,Missing self desribes cells that only have small amounts of what cell-surface marker?,MHC I (major histocompatibility complex) || MHC I || MHC I (major histocompatibility complex),MHC I,1.0,1.0
medium,400,80,1,572847dd4b864d19001648bd,What well-known archeologist believed the Amazon didn't have many inhabitants?,Betty Meggers || Betty Meggers || Betty Meggers,Betty Meggers,1.0,1.0
medium,400,80,1,56de0ed14396321400ee257b,What kind of bureaucracy did the Normans institute?,meritocratic || meritocratic || meritocratic,"A meritocratic one including Jews, Muslims, and Christians.",0.0,0.25
medium,400,80,1,5711658e50c2381900b54ad8,"Other than warships, what ships typically required high speeds?",ocean liners || ocean liners || ocean liners,Ocean liners and other fast passenger vessels.,0.0,0.4444444444444445
medium,400,80,1,572ff4ca04bcaa1900d76f25,Where does two thirds of the Rhine flow outside of Germany?,Waal || Waal || through the Waal,Austria and Switzerland,0.0,0.0
medium,400,80,1,572666d9dd62a815002e83b7,What was the name of the King of the Scots?,William the Lion || William the Lion || William the Lion,King James II of Scotland,0.0,0.0
medium,400,80,1,571a49de4faf5e1900b8a94a,Oxygen is released in cellular respiration by?,photosynthesis || photosynthesis || photosynthesis || photosynthesis || photosynthesis,Complex forms of life such as animals and humans,0.0,0.0
medium,400,80,1,57286c8cff5b5019007da21a,When did the Jin dynasty end?,1234 || 1234 || 1234,1234,1.0,1.0
medium,400,80,2,573786b51c4567190057448d,How might gravity effects be observed differently according to Newton?,at larger distances. || at larger distances || at larger distances || at larger distances,As an inverse square law with respect to distance from the Earth and proportionality to its mass.,0.0,0.0
medium,400,80,2,56e1ddfce3433e14004231d8,What is the prize offered for finding a solution to P=NP?,"$1,000,000 || US$1,000,000 || US$1,000,000","US$1,000,000",1.0,1.0
medium,400,80,2,56bf48cc3aeaaa14008c95af,What color were the Bronco's uniforms in Super Bowl 50?,white || matching white jerseys || white,White jerseys with matching white pants,0.0,0.6666666666666666
medium,400,80,2,5725c337271a42140099d164,What are the little tentacles that cydippids have called?,tentilla || tentilla || tentilla,Tentilla,1.0,1.0
medium,400,80,2,5725e44238643c19005ace36,Which lunar probe was near the Apollo 12 crew's landing site?,Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3,Surveyor 3,1.0,1.0
medium,400,80,2,571ccfbadd7acb1400e4c164,Electrolysis of what can be used to produce oxygen and hydrogen?,water || water || water || water,Water,1.0,1.0
medium,400,80,2,56f827caa6d7ea1400e1743a,When was the Edict of Worms presented?,25 May 1521 || 25 May 1521 || 25 May 1521,25 May 1521,1.0,1.0
medium,400,80,2,56e127bccd28a01900c6765f,How many other important people sent letters?,more than 70 || more than 70 || more than 70,More than 70 pioneers in science and engineering including Albert Einstein.,0.0,0.42857142857142855
medium,400,80,2,572976183f37b31900478431,What is an alternate way to make starch?,glucose monomers in the chloroplast can be linked together || glucose monomers || glucose monomers in the chloroplast,Linking glucose monomers together in chloroplasts,0.0,0.6
medium,400,80,2,56e0f32d231d4119001ac4cb,What type of image was Tesla thought to have accidentally taken a week prior to the announcement of its discovery?,X-ray image || X-ray || X-ray image,An X-ray image,1.0,1.0
medium,400,80,2,5730005db2c2fd1400568707,Where did Maududi's books place Islam?,in a modern context || a modern context || modern context,In a modern context,1.0,1.0
medium,400,80,2,57273a465951b619008f86ff,What is the process of constructing a building or infrastructure?,Construction || Construction || Construction,"Construction involves planning, design, financing and actual construction until completion for use.",0.0,0.15384615384615385
medium,400,80,2,56d71d150d65d2140019836f,How many will the host committee dedicate to local charities?,25 percent || 25 percent of all money || 25,Not specified in the context; exact number is NOT_FOUND.,0.0,0.0
medium,400,80,2,56bebde53aeaaa14008c9338,In what city is SAP Center located?,San Jose || San Jose || San Jose.,San Jose,1.0,1.0
medium,400,80,2,56e10b6ee3433e1400422b25,"For what invention was U.S. Patent 1,655,114 granted?",VTOL aircraft || VTOL aircraft || a biplane capable of taking off vertically,A biplane capable of taking off vertically and transitioning to conventional flight,0.0,0.7058823529411764
medium,400,80,2,571c91c8dd7acb1400e4c10e,For what purpose is oxygen used by animal life?,cellular respiration || cellular respiration || cellular respiration || in cellular respiration || cellular respiration,Cellular respiration,1.0,1.0
medium,400,80,2,57265bdfdd62a815002e82a0,By which year did the American cars mpg start to improve?,1985 || 1985 || 1985 || 1985 || 1985,1985,1.0,1.0
medium,400,80,2,57287fec4b864d1900164a3d,Which religion did Kublai prefer?,"Buddhism, especially the Tibetan variants || Buddhism || Buddhism",Buddhism,1.0,1.0
medium,400,80,2,57308f6b8ab72b1400f9c581,Early Western texts referencing the East describe the people as being what?,irrational and backward || them || as irrational and backward || irrational and backward || irrational and backward,Irrational and backward.,1.0,1.0
medium,400,80,2,56bebbbf3aeaaa14008c9317,Who is the NFL's vice president of brand and creative?,Jaime Weston || Jaime Weston || Weston,Jaime Weston,1.0,1.0
medium,400,80,2,572f58d9a23a5019007fc57f,What does Obersee mean?,"upper lake || upper lake || (""upper lake"" || upper lake",NOT_FOUND,0.0,0.0
medium,400,80,2,57112686b654c5140001fbd7,What types of engines are steam engines?,external combustion || external combustion || external combustion engines || external combustion,External combustion engines.,1.0,1.0
medium,400,80,2,572975511d046914007794a8,In what process are electrons recycled?,cyclic photophosphorylation || cyclic photophosphorylation || cyclic photophosphorylation,Cyclic photophosphorylation,1.0,1.0
medium,400,80,2,5728ebcb3acd2414000e01dd,What third type of plea uses creative words?,creative plea || no contest || creative plea || creative plea || creative plea || creative plea,Creative Plea,1.0,1.0
medium,400,80,2,571cb010dd7acb1400e4c12c,What objects in organisms absorb singlet oxygen to prevent harm?,Carotenoids || Carotenoids || Carotenoids || Carotenoids || Carotenoids,Carotenoids,1.0,1.0
medium,400,80,2,5729d51d3f37b31900478593,"In a market economy, what is inequality a reflection of?",productivity gap between highly-paid professions and lower-paid professions || productivity gap || productivity gap,The productivity gap between highly-paid professions and lower-paid professions.,1.0,1.0
medium,400,80,2,572ffd9e04bcaa1900d76fcb,"What interpretation of Islam is, for many of the adherents, the ""gold standard"" of their religion?",Saudi || the Saudi-interpretation || Saudi,"The strict, conservative Saudi-based Wahhabism or Salafism.",0.0,0.0
medium,400,80,2,572646655951b619008f6ec3,Ctenophores are less complex than what other group?,bilaterians || bilaterians || bilaterians,Bilaterians,1.0,1.0
medium,400,80,2,56be53b8acb8001400a50314,Who was the NFL Commissioner in early 2012?,Roger Goodell || Roger Goodell || Goodell,Roger Goodell,1.0,1.0
medium,400,80,2,56f8cc399e9bad19000a0515,In contrast how were Catholic saints portrayed?,frail Catholic saints || frail || frail,As frail and ascetic figures,0.0,0.33333333333333337
medium,400,80,2,57273d8bf1498d1400e8f500,Infrastructure is often called what?,"heavy/highway, heavy civil or heavy engineering || heavy/highway, heavy civil or heavy engineering || heavy/highway, heavy civil or heavy engineering",Heavy/Highway Civil Engineering,0.0,0.6666666666666666
medium,400,80,2,5726de7a5951b619008f80ab,How many years does the V&A glass collection cover?,4000 || 4000 years || 4000,4000 years,1.0,1.0
medium,400,80,2,5725cb33271a42140099d1df,What does ctenophore use to capture prey?,colloblasts || colloblasts || colloblasts,Colloblasts,1.0,1.0
medium,400,80,2,56f8b2499b226e1400dd0e3b,What did Luther speak out about in Saxony?,the Jews || Jews || Jews,Luther spoke against Jews and issued anti-Jewish works.,0.0,0.2222222222222222
medium,400,80,2,571a52cb4faf5e1900b8a968,What chemical element was the cause of the Apollo 1 disastrous outcome?,pure O,Oxygen,0.0,0.0
medium,400,80,2,5726bf325951b619008f7cfd,Approximately how many works of art are included in the Far Eastern collections?,"more than 70,000 || more than 70,000 || 70,000","Over 70,000 works of art",0.0,0.33333333333333337
medium,400,80,2,56e126dae3433e1400422c7e,How many types of science fiction have been impacted by Tesla?,several || several || several,All of them.,0.0,0.0
medium,400,80,2,56e1075ae3433e1400422afc,What did he do with Wardenclyffe?,sold || sold || sold,"He sold it for $20,000.",0.0,0.33333333333333337
medium,400,80,2,5726c9b0dd62a815002e9047,Whose plan called for the Mongolian army to split in two after the Khwarezmian conquest?,Subutai || Subutai || Subutai,Subutai's suggestion,0.0,0.0
medium,400,80,2,56e1127bcd28a01900c67549,Where was Tesla's property sent?,Belgrade || Belgrade || Belgrade,To Belgrade in Serbia,0.0,0.4
medium,400,80,2,5727448b5951b619008f87a2,When did Sunday Night Football premiere on NBC?,2006 || 2006 || 2006,2006,1.0,1.0
medium,400,80,2,5726f4a0708984140094d6ea,How many paintings did John Sheeshanks give to the museum?,233 || 233 || 233,233,1.0,1.0
medium,400,80,2,57309564069b5314008321a9,Who was made rich and prosperous prior to World War 1,many imperial powers || imperial powers || imperial powers || imperial powers,European imperial powers,0.0,0.8
medium,400,80,2,5729e500af94a219006aa6b7,"After the Oligocene period, under what period did the amazon rainforest begin to expand?",Middle Miocene || Middle Miocene || Middle Miocene,Middle Miocene,1.0,1.0
medium,400,80,2,56d9c660dc89441400fdb7e7,Which retired ref disagreed with the outcome of the challenge of a incomplete pass?,Mike Carey || Mike Carey || Carey,Mike Carey,1.0,1.0
medium,400,80,2,572a07a86aef0514001551d5,Where are health and social problems most common?,among states in the US with larger income inequalities || countries with bigger income inequalities || countries with bigger income inequalities,Countries with bigger income inequalities,1.0,1.0
medium,400,80,2,572968cf1d046914007793cd,When was the plastome discovered?,1962 || 1962 || 1962,In 1962,0.0,0.6666666666666666
medium,400,80,2,56e76b8337bdd419002c3f82,Which study showed double the rate of anxiety?,2012 || 2012 || 2012 study,A 2012 study found that teachers experienced double the rate of anxiety than average workers.,0.0,0.2666666666666667
